Country,WeGlide,OpenAIP,OpenAIP ID,OLC,Region,Launches,Launches 2015,Launches 2019,Wrong
FR,Limoges Bellegrade,LIMOGES BELLEGARDE,151032,Limoges Bell Gld,,2,1,1,
FR,Lons Le Saunier,LONS LE SAUNIER COURLAOUX,151038,Lons Le Saunier,,2,0,0,
FR,Maubeuge Elesmes,MAUBEUGE ELESMES,151218,Maubeuge Ele Gld,,2,1,0,
FR,Mende Brenoux,MENDE BRENOUX,151223,Mende Brenou Gld,,2,0,0,
FR,Montelimar Ancone,MONTELIMAR ANCONE,151243,Montelimar Ancon,,2,2,0,
FR,Perigueux Bassilac,PERIGUEUX BASSILLAC,151396,Perigueux Ba Gld,,2,0,0,
FR,Sainte Leocadie,SAINTE LEOCADIE,151562,Sainte Leocadie,,2,1,0,
FR,St Jean D Avelanne,SAINT JEAN D AVELANNE,151545,St Jean Avelan,,2,2,0,
FR,Amberieu,AMBERIEU,150171,Amberieu,,1,1,0,
FR,Ambert Le Poyet,AMBERT LE POYET,150172,Ambert Le Poyet,,1,0,0,
FR,Annecy Meythet,ANNECY MEYTHET,150185,Annecy Meythetr,,1,1,0,
FR,Bale Mulhouse,BALE-MULHOUSE,150261,Bale Mulhouse,,1,1,0,
FR,Bar Sur Sein,BAR SUR SEINE,150263,Bar Sur Sein Gld,,1,0,0,
FR,Besancon La Veze,BESANCON LA VEZE,150281,Besancon La Veze,,1,0,0,
FR,Beziers Vias,BEZIERS VIAS,150284,Beziers Vias,,1,1,0,
FR,Brienne Le Chateau,BRIENNE LE CHATEAU,150303,Brienne Le Chate,,1,0,0,
FR,Cannes Mandelieu,CANNES MANDELIEU,150401,Cannes Mandelieu,,1,0,0,
FR,Castelnau Magnoac,CASTELNAU MAGNOAC,150407,Castelnau Ma Gld,,1,1,0,
FR,Charleville Mezieres,CHARLEVILLE MEZIERES,150426,Charleville Mezi,,1,1,0,
FR,Chateauneuf S Cher,CHATEAUNEUF SUR CHER,150434,Chateauneuf S Ch,,1,1,0,
FR,Chateauroux Deols,CHATEAUROUX DEOLS,150436,Chateauroux Deol,,1,0,0,
FR,Dole Tavaux,DOLE TAVAUX,150750,Dole Tavaux,,1,0,0,
FR,Fougeres Bicvre,FOUGERES BICVRE,189987,Fougeres Bicvre,,1,1,0,
FR,Gray St Adrien,GRAY SAINT ADRIEN,150850,Gray St Adri Gld,,1,1,1,
FR,Le Havre St Romain,LE HAVRE SAINT ROMAIN,151014,Le Havre St Gld,,1,1,1,
FR,Luneville,LUNEVILLE CROISMARE,151042,Luneville C Gld,,1,1,1,
FR,Millau Larzac,MILLAU LARZAC,151229,Millau Larzac,,1,0,0,
FR,Neufchateau,NEUFCHATEAU,151339,Neufchateau Rouc,,1,1,1,
FR,Nevers Fourchambault,NEVERS FOURCHAMBAULT,151340,Nevers Four Gld,,1,1,1,
FR,Paray Le Monial,PARAY LE MONIAL,151388,Paray Le Monial,,1,0,0,
FR,Redon Bains,REDON BAINS SUR OUST,151484,Redon Bains,,1,1,0,
FR,Rethel Perthes,RETHEL PERTHES,151488,Rethel Perthes,,1,1,0,
FR,Rouen Vallee de Seine,ROUEN VALLEE DE SEINE,151500,Rouen Vallee Gld,,1,1,1,
FR,Sarrebourg,SARREBOURG BUHL,151570,Sarrebourgbu Gld,,1,0,0,
FR,Saumur St Florent,SAUMUR ST FLORENT,151574,Saumur Stflorent,,1,1,1,
FR,St Die Remomeix,SAINT DIE REMOMEIX,151535,St Die Remom Gld,,1,1,0,
FR,St Quentin Roupy,SAINT QUENTIN ROUPY,151555,St Quentin R Gld,,1,1,0,
FR,St Rambert D Albon,SAINT RAMBERT D ALBON,151556,St Rambert D Alb,,1,0,0,
FR,Tarbes Lourdes Pyrenees,TARBES LOURDES PYRENEES,151723,Tarbes Lourdes P,,1,0,0,
FR,Valenciennes,VALENCIENNES DENAIN,151788,Valenciennes Gld,,1,0,0,
FR,Vierzon Mereau,VIERZON MEREAU,151799,Vierzon Mereau,,1,1,0,
FR,Vitry Le Francois,VITRY LE FRANCOIS VAUCLERC,151807,Vitry Le Francoi,,1,1,0,
GB,Dunstable,DUNSTABLE,1506111,Dunstable Gld,,1143,621,141,
GB,Lasham,LASHAM,162246,Lasham Gld,,1043,696,141,
GB,Sutton Bank,SUTTON BANK,190137,Sutton Bank Gld,,795,536,113,
GB,Wycombe Booker,WYCOMBE AIR PARK/BOOKER,162383,Wycombe Booker,,489,305,111,
GB,Portmoak,PORTMOAK,190096,Kinross Gld,,391,206,39,
GB,Aboyne,ABOYNE,190041,Aboyne Cluho Gld,,255,186,40,
GB,Bicester,BICESTER,162150,Bicester,,250,124,8,
GB,Husbands Bosworth,HUSBANDS BOSWORTH,190089,Husbands Bos Gld,,240,127,19,x
GB,Gransden Lodge,GRANSDEN LODGE,522591,Gransden Lod Gld,,228,164,37,
GB,Bellarena,BELMULLET AERODROME,154652,Bellarena,,188,161,64,x
GB,Parham,PARHAML,190115,Parham Clubh Gld,,112,86,2,
GB,Aston Down,ASTON DOWN,190044,Aston Down Gld,,97,90,20,
GB,Tibenham,TIBENHAM,190142,Tibenham Gld,,95,59,18,
GB,Keevil,KEEVIL,190093,Keevil Af Rws,,50,21,9,
GB,Saltby,SALTBY,190128,Saltby Rwy Gld,,46,37,10,
GB,Lleweni Parc,LLEWENI PARC,190103,Lleweni Parc Gld,,41,37,27,
GB,Currock Hill,CURROCK HILL,190061,Currock Hill Gld,,37,13,0,
GB,Usk Gld Club Gld,USK  CLUB,190145,Usk Gld Club Gld,,36,30,0,
GB,Feshiebridge,FESHIEBRIDGE,190072,Feshiebridge Gld,,34,31,0,
GB,Nympsfield,NYMPSFIELD,190114,Nympsfield H Gld,,33,18,5,
GB,Halton,HALTON,162307,Halton,,32,8,0,
GB,Kirton Lindsey,KIRTON LINDSEY,190097,Kirton Lin T Gld,,24,19,9,
GB,Ballykelly,BALLYKELLY,162149,Ballkelly,,23,0,0,
GB,Milfield,MILFIELD,190106,Milfield Gld,,23,12,0,
GB,Camphill,CAMPHILL,190055,Camphill Gld,,21,21,10,
GB,Edgehill,EDGEHILL,190066,Edgehill Gld,,21,15,0,
GB,Shobdon,SHOBDON,162347,Shobdon Gld,,21,19,3,
GB,Talgarth,TALGARTH,190139,Talgarth Hou Gld,,20,14,4,
GB,Retford Gamston,RETFORD/GAMSTON,162333,Retford Gamstong,,18,18,12,
GB,Weston Green,WESTON ON THE GREEN,190148,Weston Green Gld,,15,2,0,
GB,Haddenham,DENHAM,162176,Haddenham,,14,8,0,x
GB,North Hill,NORTH HILL,190112,North Hill Gld,,13,5,0,
GB,Llanbedr,LLANBEDR,162250,Llanbedr,,12,12,0,
GB,Rufforth York,RUFFORTH YORK,190126,Rufforth York,,11,11,3,
GB,Rivar Hill,RIVAR HILL,190124,Rivar Hill Gld,,10,7,3,
GB,Pocklington,POCKLINGTON,190118,Pocklington,,9,6,1,
GB,Halesland,HALESLAND,190080,Halesland Hn Gld,,7,7,1,
GB,Wormingford,WORMINGFORD,190151,Wormingford Gld,,7,7,0,
GR,Kopaida,KOPAIDA,190155,Kopaida Gld,,260,98,7,
GR,Agrinion,AGRINION AIRPORT,153333,Agrinion Gld,,25,7,0,
GR,Thiva,THIVA AIRFIELD,153403,Thiva,,17,17,4,
HR,Sinj,SINJ,149322,Sinj,,359,275,50,
HR,Slavonski Brod,SLAVONSKI BROD/JELAS,149323,Slavonski Brod J,,53,51,0,
HR,Zagreb Lucko,ZAGREB/LUCKO,149315,Zagreb Lucko Cro,,26,20,8,
HR,Koprivnica Danic,KOPRIVNICA DANIC,190172,Koprivnica Danic,,19,18,4,
HR,Bjelovar Brezovac,BJELOVAR/BREZOVAC,149306,Bjelovar Brezova,,14,14,0,
HR,Cakovec Pribislavec,CAKOVEC/PRIBISLAVEC,149333,Cakovec Pribisla,,12,12,0,
HR,Otocac,OTOCAC,149318,Otocac,,7,3,0,
HR,Osijek Cepin,OSIJEK CEPIN,149334,Osijek Cepin,,5,5,5,
HR,Brac,BRAC,149307,Brac,,3,0,0,
HU,Szatymaz,SZATYMAZ AIRPORT,153816,Szatymaz,,1164,856,151,
HU,Hajduszoboszlo,HAJDUSZOBOSZLO,153789,Hajduszoboszlo,,1146,587,97,
HU,Őcsény,ŐCSENY,153832,Ocseny Airpo Gld,,911,428,55,
HU,Szeged,SZEGED,153817,Szeged Gld,,745,631,356,
HU,Nyíregyháza,NYÍREGYHÁZA,153809,Nyiregyhaza Hung,,329,218,45,
HU,Dunaujvaros,DUNAUJVAROS,153776,Dunaujvaros Twr,,287,110,13,
HU,Miskolc,MISKOLC,153807,Miskolc Info Gld,,155,86,5,
HU,Farkashegy,FARKASHEGY,153780,Farkashegy Gld,,151,48,11,
HU,Békéscsaba,BéKéSCSABA,153771,Bekescsabangar,,139,22,6,
HU,Debrecen,DEBRECEN,153774,Debrecen,,69,7,0,
HU,Papkutapuszta,PAPKUTAPUSZTA AIRPORT,153810,Papkutapuszta,,56,55,8,
HU,Dunakeszi,DUNAKESZI,153775,Dunakeszi Info,,46,29,17,
HU,Szombathely,SZOMBATHELY,153822,Szombathely Info,,44,18,3,
HU,Budaörs,BUDAöRS,153770,Budaors Gld,,38,33,0,
HU,Pecs Pogany,PECS/POGANY,153813,Pecs Pogany,,37,28,4,
HU,Szolnok,SZOLNOK,153820,Szolnok Sport ?,,28,0,0,
HU,Kunmadaras,KUNMADARAS AIRPORT,153804,Kunmadaras Aband,,24,24,0,
HU,Siofok Kiliti,SIOFOK-KILITI,153814,Siofok Kiliti,,13,0,0,
HU,Nagykanizsa,NAGYKANIZSA,153808,Nagykanizsa Repu,,5,5,0,
IE,Gowran Grange,GOWRAN GRANGE AERODROME,154667,Gowran Grange,,555,458,94,
IE,Kildare,KILDARE AERODROME,154674,Kildare Ireland,,121,118,0,
IE,Fermoyle Beach,REEROE AIRPORT,154685,Fermoyle Beach,,33,32,11,x
IE,Inch Beach,ERINAGH AIRPORT,154665,Inch Beach,,33,30,10,x
IL,Megido,MEGIDO,154709,Megiddo Gld,,2724,1596,363,
IL,Beer Sheba Teyman,BEER SHEVA (TEYMAN),154694,Beer Sheba Teyma,,1579,868,147,
IL,Mitzpe Ramon,MITZPE RAMON,154712,Mitzpe Ramon,,8,0,0,
IL,Ein Yahav,EIN YAHAV,154698,Ein Yahav,,7,1,0,
IL,Metzada,METZADA,154710,Metzada I Bar Ye,,7,7,0,
IL,Eyn Shemer,EIN SHEMER,154697,Eyn Shemer,,1,0,0,
IS,Sandskeid,SANDSKEID,153889,Sandskeid,,16,12,5,
IT,Rieti,RIETI,155188,Rieti,,6823,3778,738,
IT,Calcinate del Pesce,CALCINATE DEL PESCE,154877,Calcinate del Pesce,,4190,2650,590,
IT,Valbrembo,VALBREMBO,155280,Valbrembo,,3489,2057,437,
IT,Trento Mattarello,TRENTO / MATTARELLO,155255,Trento Mattarello,,2507,1369,208,
IT,Alzate Brianza,ALZATE BRIANZA,154727,Alzate Brianza,,2384,1346,339,
IT,Pavullo,PAVULLO,155135,Pavullo,,1737,923,160,
IT,Enemonzo,ENEMONZO,190206,Enemonzo,,1683,1259,233,
IT,Belluno,BELLUNO,154854,Belluno,,1622,1254,245,
IT,Aosta,AOSTA,154729,Aosta,,1419,668,142,
IT,Novi Ligure,NOVI LIGURE,155121,Novi Ligure Gld,,1366,673,106,
IT,Bolzano Bozen,BOLZANO,154858,Bolzano Bozen,,1187,607,66,
IT,Verona Boscomantico,VERONA / BOSCOMANTICO,155286,Verona Boscomant,,1186,709,173,
IT,Torino Aerit Gld,TORINO / AERITALIA,155251,Torino Aerit Gld,,1148,712,193,
IT,Thiene,THIENE,155250,Thiene,,855,546,112,
IT,Rubbiano,RUBBIANO,190215,Rubbiano,,823,479,98,
IT,Voghera Rivanazzano,VOGHERA / RIVANAZZANO,155288,Voghera Rivanazz,,774,535,206,
IT,Sondrio Caiolo,SONDRIO CAIOLO AIRPORT,155244,Sondrio Caiolo,,732,441,51,
IT,Ferrara,FERRARA,154983,Ferrara Gld,,705,350,27,
IT,Castellazzo,CASTELLAZZO,154913,Castellazzo,,664,648,217,
IT,Tortona,AEROVELA TORTONA,154751,Tortona,,424,424,160,
IT,Borgo San Lorenzo,COLLINA,154941,Borgo San Lorenzo,,320,145,41,
IT,L Aquila Preturo,L AQUILA / PRETURO,155039,L Aquila Preturo,,255,177,49,
IT,Gallicano,PELLICANO,155154,Gallicano,,175,115,15,x
IT,Foligno,FOLIGNO,154986,Foligno,,151,76,33,
IT,Aviosuperficie Grumentum,AMENDOLA AIRPORT,154792,Grumento Airport,,142,63,8,x
IT,Rivoli Di Osoppo,RIVOLI DI OSOPPO,155197,Rivoli Di Osoppo,,138,50,0,
IT,Lucca Tassignano,LUCCA / TASSIGNANO,155046,Lucca Tassignano,,108,107,36,
IT,Serristori,SERRISTORI - CASTIGLION FIORENTINO,678589,Serristori,,104,74,8,
IT,Parma,PARMA,155134,Parma,,100,53,6,
IT,Albenga,ALBENGA,154724,Albenga,,81,56,17,
IT,Masera Aviosupe,MASERA AVIOSUPE,529085,Masera Aviosupe,,71,19,5,
IT,Sassuolo,SASSUOLO,155235,Sassuolo Aviosup,,63,26,16,
IT,San Mauro,SAN MAURO,155225,Premariacco,,52,41,17,
IT,Asiago,ASIAGO,154733,Asiago,,48,25,2,
IT,Salerno Pontecagnano,SALERNO / PONTECAGNANO,155214,Salerno Pontecag,,47,1,0,
IT,Avio L´Aquila,L AQUILA / PRETURO,155039,Avio L´Aquila,,40,40,9,
IT,Benevento,AERO CLUB BENEVENTO,154741,Benevento,,37,27,0,
IT,Padova,PADOVA,155130,Padova,,36,19,3,
IT,Montecchio,MONTICCHIO,155119,Montecchio,,32,14,7,
IT,Terni,ALVARO LEONARDI,155069,Terni,,21,21,12,
IT,Gorizia,GORIZIA,155004,Gorizia,,17,15,11,
IT,Guidonia,GUIDONIA,155006,Guidonia,,14,0,0,
IT,Sterzing,STERZING,190217,Sterzing,,10,9,1,
IT,Comina Pordenone,COMINA PORDENONE,190200,Comina Pordenone,,9,5,0,
IT,Reggio Emilia,REGGIO EMILIA,155187,Reggio Emilia,,9,0,0,
IT,Cremona Migliaro,CREMONA / MIGLIARO,154884,Cremona Migliaro,,8,1,0,
IT,Piacenza,VICENZA,155305,Piacenza,,6,1,1,
IT,Ancona Falconara,ANCONA / FALCONARA,154728,Ancona Falconara,,4,4,0,
IT,Biella Cerrione,BIELLA / CERRIONE,154856,Biella Cerrione,,4,1,0,
IT,Forli,FORLI,154987,Forli,,4,4,3,
IT,Montagnana,MONTAGNANA,155111,Montagnana Pd,,4,4,4,
IT,Alessandria,ALESSANDRIA,154725,Alessandria,,3,3,0,
IT,Alfina,ALFINA,154763,Alfina,,3,3,0,
JP,Itakura,TARAMA AIRPORT,155452,Itakura GP,,1953,1144,214,x
JP,Nagano,NAGOYA AIRPORT,155414,Nagano GP,,1125,656,82,x
JP,Tsukb,TSUIKI AIRPORT,155461,Tsukb GP,,1103,1056,218,x
JP,Sekiyado,TSUIKI AIRPORT,155461,Sekiyado,,589,365,56,x
JP,Nirasaka,NAGASAKI AIRPORT,155413,Nirasaka Gld,,571,509,97,x
JP,Tachikawa,TACHIKAWA AIRFIELD,155449,Takikawa Gld,,464,365,85,
JP,Kakuda,OKADAMA AIRPORT,155430,Kakuda GP,,330,285,108,x
JP,Menuma,KUMEJIMA AIRPORT,155398,Menuma GP,,172,144,37,x
JP,Ohno,KOHNAN AIRPORT,155394,Ohno GP,,115,68,26,x
JP,Oyama,TOYAMA AIRPORT,155460,Oyama GP,,101,52,6,x
JP,Bizai,MIYAZAKI AIRPORT,155411,Bizai Gld,,75,75,26,x
JP,Fujigawa,KASUMIGAURA AIRPORT,155387,Fujigawa GP,,54,52,23,x
JP,Otone,,,Otone,,45,22,7,x
JP,Hanyu,KOHNAN AIRPORT,155394,Hanyu GP,,35,7,0,x
JP,Kurihash,RISHIRI AIRPORT,155439,Kurihash GP,,35,20,1,x
JP,Ujiie,TSUIKI AIRPORT,155461,Ujiie GP,,25,24,16,x
JP,Okazaki,MIYAZAKI AIRPORT,155411,Okazaki Gld,,24,24,7,x
JP,Oyamakinu,TOYAMA AIRPORT,155460,Oyamakinu Gld,,24,10,5,x
JP,Komatsu,KOMATSU AIRPORT,155395,Komatsu,,20,20,0,
JP,Gifu,GIFU AIRPORT,155360,Gifu Aero,,18,8,2,
JP,Oita,OITA AIRPORT,155428,Oita Japan,,7,7,4,
LT,Pociūnai,POCIŪNAI,156038,Pociunai Hangar,,640,547,11,
LT,Paluknys,PALUKNYS,156034,Paluknys Hangar,,113,49,11,
LT,Šeduva,ŠEDUVA,156050,Seduva,,11,11,11,
LU,Useldange,USELDANGE,156065,Useldange,,817,472,105,
MA,Ouarzazate,OUARZAZATE AIRPORT,156586,Ouarzazate,,259,39,9,
MK,Skopje,SKOPJE,156074,Skopje,,15,7,2,
MK,Shtip,SHTIP SUSEVO,1030413,Shtip,,14,14,5,
NA,Bitterwasser,BITTERWASSER LODGE,156649,Bitterwasser,,8306,4392,1002,
NA,Kiripotib,KIRIPOTIB,156724,Kiripotib,,4574,2586,687,
NA,Pokweni,POKWENI,156791,Pokweni,,4421,2290,513,
NA,Veronica,VERONICA,1143232,Veronica,,1461,1461,476,
NA,Mariental,MARIENTAL,156749,Mariental P,,24,17,1,
NA,Gobabis,GOBABIS,156682,Gobabis,,6,5,4,
NA,Rostock Ritz,ROSTOCK,156803,Rostock Ritz,,4,4,0,
NA,Rooisand,ROOISAND,156801,Rooisand Airport,,3,0,0,
NA,Blumfelde,BLUMFELDE,156652,Blumfelde Airpor,,2,2,0,
NA,Keetmanshoop,KEETMANSHOOP,156718,Keetmanshoop,,2,2,0,
NA,Aminuis Pan,AMINUIS,156634,Aminuis Pan,,1,1,0,
NA,Aranos,TSES AIRSTRIP,156828,Aranos Airstrip,,1,1,0,
NA,Helmeringshausen,HELMERINGHAUSEN,156697,Helmering Airstr,,1,0,0,
NA,Judaea Strip,JUDAEA STRIP,156704,Judaea Strip,,1,0,0,
NA,Klein Aub,KLEIN AUB,156725,Klein Aub Airstr,,1,1,0,
NL,Terlet,TERLET,156934,Terlet,,8550,4954,1059,
NL,Soesterberg,SOESTERBERG,190232,Soesterberg,,3285,1889,414,
NL,Malden,MALDEN,156918,Malden,,3023,1663,304,
NL,Lemelerveld,LEMELERVELD,190229,Lemelerveld,,2952,1494,301,
NL,Venlo,VENLO,190234,Venlo,,2783,1616,300,
NL,Hoogeveen,HOOGEVEEN,156909,Hoogeveen,,1258,724,120,
NL,Teuge,TEUGE,156935,Teuge,,1250,609,156,
NL,Hilversum,HILVERSUM,156908,Hilversum,,1222,744,154,
NL,Axel,AXEL,190222,Axel,,1126,739,119,
NL,Deelen,DEELEN AIR BASE,156902,Deelen,,857,429,37,
NL,Gilze-Rijen,GILZE RIJEN AIR BASE,156907,Gilze Rijen,,691,448,117,
NL,Veendam,VEENDAM,190233,Veendam,,636,347,48,
NL,De Peel,LGEN. BESTKAZERNE - DE PEEL,156901,De Peel,,533,290,58,
NL,Nistelrode,NISTELRODE,190230,Nistelrode,,489,392,86,
NL,Biddinghuizen,BIDDINGHUIZEN,190223,Biddinghuizen,,460,222,35,
NL,De Voorst,DE VOORST,190225,De Voorst,,451,281,45,
NL,Volkel,VOLKEL,156944,Volkel,,383,184,41,
NL,Midden-Zeeland,MIDDELBURG/MIDDEN-ZEELAND,156924,Midden-Zeeland,,379,217,43,
NL,Twenthe,TWENTHE,156937,Twenthe,,369,217,56,
NL,Leeuwarden,LEEUWARDEN,156912,Leeuwarden,,353,241,29,
NL,Woensdrecht,WOENSDRECHT,156946,Woensdrecht,,286,117,13,
NL,Wieringermeer,GRONINGEN/EELDE,156904,Wieringermeer,,154,122,17,x
NL,Castricum,CASTRICUM,190224,Castricum,,149,49,3,
NL,Haamstede,HAAMSTEDE,190226,Haamstede,,127,64,10,
NL,Eindhoven,EINDHOVEN,156905,Eindhoven,,106,0,0,
NL,Texel,TEXEL,156936,Texel,,92,53,11,
NL,Schinveld,SCHINVELD,190231,Schinveld,,64,29,4,
NL,Drachten,DRACHTEN,156903,Drachten,,55,30,4,
NL,Langeveld,LANGEVELD,190228,Langeveld,,32,12,0,
NL,Seppe,BREDA/SEPPE,156930,Seppe,,21,21,1,
NL,Lelystad,LELYSTAD,156914,Lelystad,,13,4,0,
NO,Elverum Starmoen,ELVERUM/STARMOEN,157366,Elverum Starmoen,,2286,1321,254,
NO,Notodden,NOTODDEN/TUVEN,157422,Notodden,,915,632,80,
NO,Os Vaksinen Ulve,OS VAKSINEN ULVE,157424,Os Vaksinen Ulve,,521,261,45,
NO,Oppdal,OPPDAL/FAGERHAUG,157370,Oppdal Fagerhaug,,520,195,44,
NO,Bomoen,BOMOEN,157355,Bomoen,,297,212,25,
NO,Hokksund,HOKKSUND,157396,Hokksund Flypl,,265,137,17,
NO,Bjorli,LESJA/BJORLI,157349,Bjorli Flpl,,206,122,13,
NO,Klanten,GOL/KLANTEN,157381,Klanten,,199,169,15,
NO,Frya,FRYA,157434,Frya,,171,111,29,
NO,Lunde,LUNDE,157411,Lunde Flypl Air,,128,87,9,
NO,Sandane Anda,SANDANE/ANDA,157441,Sandane Anda,,91,79,21,
NO,Elvenes,ELVENES,157440,Elvenes,,52,24,17,
NO,Fagernes Leirin,FAGERNES/LEIRIN,157407,Fagernes Leirin,,26,26,1,
NO,Dokka Tomlevoll,DOKKA/THOMLEVOLD,157357,Dokka Tomlevoll,,13,11,6,
NO,Jarlsberg,JARLSBERG,157399,Jarlsberg Airpo,,7,4,0,
NO,Eggemoen,EGGEMOEN,157360,Eggemoen,,6,4,1,
NZ,Omarama,OMARAMA,157091,Omarama,S,3651,2171,564,
NZ,Matamata,MATAMATA,157060,Matamata,N,1421,1054,359,
NZ,Drury,DRURY,285645,Drury,N,862,744,276,
NZ,Taupo Centennial,TAUPO CENTENNIAL PARK,929986,Centennial Taupo,N,590,497,255,
NZ,Stratford,STRATFORD,157119,Stratford,N,385,310,77,
NZ,Lake Station,OKIWI STATION,157089,Lake Station,S,223,150,18,x
NZ,Whenuapai,WHENUAPAI (MIL),157169,Whenuapai,N,198,110,11,
NZ,Alexandra,ALEXANDRA,156976,Alexandra,S,193,128,33,
NZ,Paraparaumu,PARAPARAUMU,157097,Paraparaumu,N,187,24,0,
NZ,Papawai,PARAKAI,157096,Papawai,N,146,144,40,x
NZ,Springfield,SPRINGHILL,157118,Springfield,S,126,93,36,
NZ,Waipukurau,WAIPUKURAU,157151,Waipukurau,N,108,101,43,
NZ,Omaka,OMAKA,157090,Omaka,S,102,98,39,
NZ,Masterton,MASTERTON,157059,Masterton,N,57,46,32,
NZ,Tauranga,TAURANGA,157130,Tauranga,N,44,35,6,
NZ,Raglan,RAGLAN,157106,Raglan,N,36,35,11,
NZ,Hastings,HASTINGS,157030,Hastings,N,22,21,0,
NZ,Feilding,FEILDING,157009,Feilding,N,13,12,1,
NZ,Thames,THAMES,157138,Thames,N,10,10,10,
NZ,Rangiora,RANGIORA,157107,Rangiora,S,9,0,0,
NZ,Te Kuiti,TE KUITI,157134,Te Kuiti,N,4,4,4,
NZ,Galatea,GALATEA,157016,Galatea,N,3,3,3,
NZ,Turangi,TURANGI,157143,Turangi,N,2,2,0,
NZ,Ashburton,ASHBURTON,156979,Ashburton,S,1,0,0,
NZ,Glentanner,GLENTANNER,157022,Glentanner,S,1,1,0,
NZ,Kaipara Flats,KAIPARA FLATS,157038,Kaipara Flats,N,1,0,0,
NZ,Pukaki,PUKAKI,157102,Pukaki,S,1,0,0,
PL,Leszno Strzyzewi,STRZYZEWICE K/LESZNA,158805,Leszno Strzyzewi,,1557,688,143,
PL,Ostrow Wielk,MICHALKOW K/OSTROWA WLKP.,158706,Ostrow Wielk Gld,,1452,958,107,
PL,Opole Polska Now,OPOLE KAMIEN SLA,190254,Opole Polska Now,,1268,886,217,
PL,Zielona Gora Prz,ZIELONA GORA/BABIMOST,158864,Zielonagora Prz,,817,383,59,
PL,Grudziadz Lisie,LISIE KATY,158687,Grudziadz Lisie,,749,537,92,
PL,Lubin,LUBIN,158696,Lubin Gld,,744,430,150,
PL,Rudniki Czestoch,RUDNIKI K/CZESTOCHOWY,190255,Rudniki Czestoch,,532,318,48,
PL,Zar,ZATOR,158860,Zar,,512,267,41,x
PL,Bialystok Krywlany,BIALYSTOK KRYWLANY,158558,Bialystok Krywla,,444,149,10,
PL,Stalowa Wola Tur,ZABIA WOLA,158853,Stalowa Wola Tur,,435,285,95,x
PL,Wroclaw Szymanow,SZYMANOW,158818,Wroclaw Szymanow,,416,334,80,x
PL,Kielce Maslow,WILCZE LASKI,158846,Kielce Maslow,,410,301,69,x
PL,Olsztyn Dajtki,OLSZTYN-MAZURY,158703,Olsztyn Dajtki,,298,150,14,x
PL,Warszawa Babice,WARSZAWA - BABICE,158836,Warszawa Babice,,256,209,32,
PL,Bielsko Biala,BRZESKA WOLA,1596096,Bielsko Biala,,241,188,33,x
PL,Korne,KORNE,158655,Korne,,233,115,13,
PL,Belchatow,BELCHATOW-KALDUNY,1549578,Belchatow,,231,231,46,
PL,Deblin,DEBLIN,158592,Deblin,,228,160,17,
PL,Lodz Lubline,LUBLIN,1548611,Lodz Lubline Gld,,228,166,31,x
PL,Pobiednik Wielki,POBIEDNIK K/KRAKOWA,158750,Pobiednik Wielki,,191,189,35,x
PL,Jelenia Gora,JELENIA GORA,158626,Jelenia Gora,,160,49,0,
PL,Piotrkow,PIOTRKOW TRYBUNALSKI,158748,Piotrkow,,109,83,12,
PL,Pruszcz Gdanski,PRUSZCZ GDANSKI,158760,Pruszcz Gdanski,,105,28,10,
PL,Szczecin Dabiee,SZCZECIN DABIE,158815,Szczecin Dabiee,,83,46,0,
PL,Plock,PLOCK,158749,Plock,,81,77,7,
PL,Suwalki,SUWALKI,158810,Suwalki,,77,50,1,
PL,Radom Piastr,RADOM,158768,Radom Piastr Gld,,68,63,8,
PL,Nowy Targ,NOWY TARG,158732,Nowy Targ,,67,64,18,
PL,Wloclawek Kruszyn,KRUSZYN K/WROCLAWKA,158666,Wloclawek Kruszy,,66,47,5,
PL,Torun,TORUN,158821,Torun,,64,56,52,
PL,Pila,PILA,158746,Pila,,60,31,2,
PL,Mielec Lotnisko,MIELEC,158710,Mielec Lotnisko,,53,47,15,
PL,Krosno,KROSNO,158665,Krosno,,49,15,1,
PL,Nowy Sacz L,NOWY TARG,158732,Nowy Sacz L,,48,43,24,x
PL,Milewo,MILEWO,1548609,Milewo,,43,43,36,
PL,Inowroclaw,INOWROCLAW,158620,Inowroclaw Gld,,23,1,0,
PL,Bydgoszcz,BYDGOSZCZ,158568,Bydgoszcz,,21,4,0,
PL,Katowice Muchowiec,KATOWICE MUCHOWIEC,158637,Katowice Muchowi,,17,15,0,
PL,Przasnysz,PRZASNYSZ,158761,Przasnysz,,17,12,1,
PL,Biala Podlaska,BIALA PODLASKA,158556,Biala Podlaska,,16,16,8,
PL,Świebodzice,SWIEBODZICE,158813,Świebodzice,,15,15,2,
PL,Gliwice,GLIWICE,158602,Gliwice Gld,,14,5,5,
PT,Mogadouro,MOGADOURO AD,159023,Mogadouro,,72,61,8,
PT,Amendoeira,AMENDOEIRA - MONTEMOR-O-NOVO AD,158883,Amendoeira,,53,53,11,
PT,Évora,ÉVORA,159129,Evora Gld,,30,7,0,
RO,Balta Verde,BALTA VERDE,1360139,Balta Verde,,888,682,280,
RO,Clinceni,CLINCENI,1360131,Clinceni,,518,312,100,
RO,Baia Mare Tautii,BAIA MARE AEROCLUB,1360125,Baia Mare Tautii,,420,307,32,
RO,Deva,DEVA,1360143,Deva,,392,146,17,
RO,Topoloveni,TOPOLOVENI,1360157,Topoloveni,,375,281,37,
